standard_code,level,points,dimension,theme,good_practice,action,verification_detail,verification_medium,link,valid_answers,linked_resources
P088,Básico,2,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en el predio,El predio establece un procedimiento de control de calidad de la fruta cosechada.,Registro de acciones de control de calidad realizadas en el predio:  - Medición de niveles de grados brix en la fruta.  - Medición de firmeza en la fruta.  - Registro de identificación de defectos en la fruta.,Bitácora,https://ciruelacertificada.cl/?s=P088&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[531, 659, 804, 949]"
P089,Básico,2,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en el predio,El predio posee procedimiento de control de calidad de la fruta conocida por las personas que trabajan en él.,"Documentación de la ejecución de capacitaciones (lista de asistencia identificando sexo del participante, tema expuesto, expositor, material expuesto y certificación entregada).",Foto,https://ciruelacertificada.cl/?s=P089&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[555, 660, 805, 950]"
P090,Básico,2,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en el predio,"El predio establece canales de comunicación con sus contrapartes directas en planta, para gestionar de manera oportuna los reclamos y no conformidades del proceso agroindustrial.","Informes de los controles de calidad desde planta, que justifiquen la no conformidad del producto.",Archivo,https://ciruelacertificada.cl/?s=P090&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[661, 806, 951]"
P091,Intermedio,3,Calidad,Gestión de la Calidad,Poseer una política de calidad y de mejora continua en el predio,"El predio gestiona sus auditorías internas, en base los riesgos asociados, para evaluar el nivel de cumplimiento de su política de gestión de calidad.","Comprobante de auditoría interna, que permita verificar que se cumple con los requisitos de las certificaciones aplicables (con su respectiva periodicidad).",Archivo,https://ciruelacertificada.cl/?s=P091&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[662, 807, 952]"
P092,Básico,2,Calidad,Gestión de la Calidad,Documentar los procesos productivos realizados en el predio,El predio mantiene registros de todo su producto cosechado dentro de la explotación.,Documento de registro del producto cosechado con la siguiente información:  - Fecha de cosecha.  - Total de producción cosechada al día (kg).  - Sector o cuartel cosechado.  - Tipo de secado posterior (horno o cancha).  - Empresa agroindustrial de destino.,Bitácora,https://ciruelacertificada.cl/?s=P092&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[532, 663, 808, 953]"
P093,Intermedio,3,Calidad,Gestión de la Calidad,Documentar los procesos productivos realizados en el predio,El predio registra todas las labores productivas realizadas y las personas responsables de su ejecución.,Cuaderno de campo con labores productivas indicando:  - Fecha y hora.  - Sector o cuartel.  - Labor realizada.  - Objetivo.  - Responsable.,Bitácora,https://ciruelacertificada.cl/?s=P093&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[494, 533, 664, 809, 954]"
P094,Intermedio,3,Calidad,Gestión de la Calidad,Documentar los procesos productivos realizados en el predio,El predio lleva un inventario de sus insumos para llevar una adecuada gestión de la calidad.,Inventario de los insumos que dé cuenta de la siguiente información:  - Nombre del producto.  - Fecha de compra.  - Número de lote y proveedor.  - Unidades adquiridas.  - Volumen utilizado.  - Fecha de caducidad o vencimiento.,Bitácora,https://ciruelacertificada.cl/?s=P094&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[665, 810, 955]"
P095,Intermedio,3,Calidad,Gestión de la Calidad,Documentar los procesos productivos realizados en el predio,El predio maneja un registro de sus ventas para llevar una adecuada gestión de la calidad.,Registro de ventas con documentos tributarios asociados:  * Facturas.  * Guías de despacho.,Archivo,https://ciruelacertificada.cl/?s=P095&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[666, 811, 956]"
P096,Básico,2,Calidad,Gestión de la Calidad,Poseer un sistema de trazabilidad del producto a lo largo de todas sus etapas de producción,El predio posee un protocolo de trazabilidad.,"Registro de trazabilidad en el predio que permita rastrear los siguientes aspectos:  - Identificación del campo o cuarteles.  - Variedad o especie.  - Superficie.  - Año de plantación.  Además, debe contar con los registros de labores actualizados en el cuaderno de campo.",Archivo,https://ciruelacertificada.cl/?s=P096&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[534, 667, 812, 957]"
P097,Intermedio,3,Calidad,Gestión de la Calidad,Poseer un sistema de trazabilidad del producto a lo largo de todas sus etapas de producción,"El predio asegura que sus productos posean un código que le permite rastrear la información sobre todos sus procesos productivos, al momento de llegar a la planta.",Registro con el N° de guía de despacho o lote interno en la tarja del producto.,Archivo,https://ciruelacertificada.cl/?s=P097&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[668, 813, 958]"
P098,Fundamental,5,Calidad,Gestión de la Inocuidad,Poseer una política de inocuidad para la producción,El predio utiliza señaléticas para promover prácticas sobre inocuidad e higiene.,"Inspección visual de las señaléticas con las siguientes temáticas:  - Procedimientos de limpieza.  - Prohibición de labores ante sospecha de enfermedades contagiosas.  - Manipulación de alimentos (lavado de manos, contaminación por agentes externos).",Foto,https://ciruelacertificada.cl/?s=P098&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[564, 565, 669, 814, 959]"
P099,Intermedio,3,Calidad,Gestión de la Inocuidad,Poseer una política de inocuidad para la producción,"El predio posee un plan de gestión de la inocuidad, que garantiza que los productos cumplan con los requerimientos de calidad y seguridad requeridos.",Protocolo que contenga la siguiente información:  - Realizar análisis de riesgos.  - Determinar Puntos Críticos de Control (PCC).  - Establecer límites críticos.  - Establecer procedimientos de monitoreo.  - Establecer medidas correctivas.  - Establecer procedimientos de comprobación auditables.,Archivo,https://ciruelacertificada.cl/?s=P099&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[670, 815, 960]"
P100,Avanzado,4,Calidad,Gestión de la Inocuidad,Poseer una política de inocuidad para la producción,"El predio realiza auditorías internas anuales, para evaluar el nivel de cumplimiento de su política de inocuidad.","Comprobante de auditoría interna, que permita verificar que se cumple con los requisitos de inocuidad, al menos una vez por año.",Archivo,https://ciruelacertificada.cl/?s=P100&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[671, 816, 961]"
P101,Básico,2,Calidad,Gestión de la Inocuidad,"Asegurar la inocuidad de los insumos, espacios, equipos e indumentarias requeridas para la producción","El predio cuenta con un lugar adecuado para la disposición temporal de la fruta cosechada (antes de ser enviada a secado), impidiendo el contacto con contaminantes o vectores.","Inspección visual de los espacios de disposición temporal de la fruta, asegurando que estos posean sombras y no se ubiquen cerca de agentes contaminantes.",Foto,https://ciruelacertificada.cl/?s=P101&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[672, 817, 962]"
P102,Intermedio,3,Calidad,Gestión de la Inocuidad,"Asegurar la inocuidad de los insumos, espacios, equipos e indumentarias requeridas para la producción","El predio se asegura de que los insumos aplicados en las labores productivas, no representen un riesgo para la inocuidad alimentaria, utilizando productos autorizados para las ciruelas y respetando los periodos de carencia.",Registro actualizado de aplicaciones con la siguiente información:  * Fecha y hora.  * Sector o cuartel.  * Nombre del producto.  * Ingrediente activo.  * Dosis.  * Dosis recomendada por fabricante.  * Método de aplicación.  * Objetivo de la aplicación.  * Período de carencia y de reingreso.  * Responsable.,Bitácora,https://ciruelacertificada.cl/?s=P102&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[673, 818, 963]"
P103,Fundamental,5,Gestión,Viabilidad Económica,Mejorar la productividad y rentabilidad del predio,El predio identifica los principales puntos críticos de su producción y busca mejoras para aumentar su productividad.,Documento de identificación de puntos críticos dentro de la producción.,Archivo,https://ciruelacertificada.cl/?s=P103&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[674, 819, 964]"
P104,Fundamental,5,Gestión,Viabilidad Económica,Mejorar la productividad y rentabilidad del predio,"El predio cuenta con un plan de gestión de productividad y rentabilidad, que le permite definir indicadores de gestión y asegurar su viabilidad a largo plazo.",Documento de planificación que contenga los siguientes puntos:  - Presupuesto.  - Proyecciones de ventas.  - Organigrama y descripción de cargos dentro de la empresa.,Archivo,https://ciruelacertificada.cl/?s=P104&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[675, 820, 965]"
P105,Fundamental,5,Gestión,Viabilidad Económica,Mejorar la productividad y rentabilidad del predio,En el predio se evalúa la adopción de nuevas prácticas y tecnologías considerando su contribución a la productividad y/o rentabilidad.,"Registro de visitas de asesores/as o registro de visitas a ferias tecnológicas o cotizaciones de tecnologías o servicios. El registro deberá tener como máximo 1 año de antigüedad.  Adicionalmente, se requiere un listado con las inversiones implementadas, indicando la temática a la que corresponde (agua, energía, residuos, etc.).",Archivo,https://ciruelacertificada.cl/?s=P105&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[481, 535, 676, 821, 966]"
P106,Intermedio,3,Gestión,Viabilidad Económica,Mejorar la productividad y rentabilidad del predio,"El predio cuenta con un sistema de gestión contable, que considera registros de inventario, control de gastos, ingresos y utilidades derivadas del proceso productivo.",Documentos de registro de los siguientes aspectos:  - Inventario de productos entrantes y salientes.  - Registro contable de la empresa.,Archivo,https://ciruelacertificada.cl/?s=P106&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[536, 677, 822, 967]"
P107,Avanzado,4,Gestión,Viabilidad Económica,Mejorar la productividad y rentabilidad del predio,"El predio cuenta con una herramienta de gestión digital, que facilita la implementación de medidas y registros.",Registro de licencia o suscripción a plataforma digital específica para la gestión agrícola.,Archivo,https://ciruelacertificada.cl/?s=P107&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[678, 823, 968]"
P108,Avanzado,4,Gestión,Viabilidad Económica,Mejorar la productividad y rentabilidad del predio,El predio cuenta con una persona encargada o una persona que realiza asesoría financiera.,Son válidos alguno de los siguientes documentos:  * Contrato de servicios de una persona que realiza asesorías financieras.  * Descripción de cargos y CV de la persona encargada del área financiera.,Archivo,https://ciruelacertificada.cl/?s=P108&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[679, 824, 969]"
P109,Avanzado,4,Gestión,Viabilidad Económica,Mejorar la productividad y rentabilidad del predio,"El predio forma parte de una ""comunidad de práctica"", que le permite realizar una evaluación de cambio tecnológico, en conjunto con otras empresas de la industria a nivel territorial.",Actas de reuniones realizadas con la “comunidad de práctica”.,Archivo,https://ciruelacertificada.cl/?s=P109&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[562, 680, 825, 970]"
P110,Intermedio,3,Gestión,Viabilidad Económica,Gestionar el predio para garantizar su viabilidad económica y financiera,"Quienes trabajan como directivos o son tomadores de decisiones, participan en instancias de capacitación que les permite entender de mejor manera, el comportamiento del mercado de ciruelas deshidratadas.","Registro de la ejecución de capacitaciones (lista de asistencia identificando sexo quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada) o certificado de participación en instancias de capacitación externa (cursos, seminarios, congresos, etc.). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=P110&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[556, 681, 826, 971]"
P111,Avanzado,4,Gestión,Viabilidad Económica,Gestionar el predio para garantizar su viabilidad económica y financiera,"El predio desarrolla una visión empresarial y planifica y decide, en base a información robusta de índole económica y financiera.","Registro de planificación estratégica con una vigencia de máximo 5 años, que contenga la siguiente información:  - Diagnóstico que incorpore un FODA.  - Plan de implementación en base a los resultados del FODA, (ventajas competitivas para potenciar fortalezas, evitar debilidades y enfrentar amenazas).",Archivo,https://ciruelacertificada.cl/?s=P111&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[682, 827, 972]"
P112,Intermedio,3,Gestión,Viabilidad Económica,"Fomentar que las personas que trabajan en el predio, tengan acceso a la información de productividad y mercado","El predio capacita a su personal sobre estrategias de aumento de la productividad, para que puedan identificar los puntos críticos del proceso y conozcan las herramientas de optimización de la producción.","Registro de la ejecución de capacitaciones (lista de asistencia identificando sexo quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada).",Foto,https://ciruelacertificada.cl/?s=P112&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[557, 683, 828, 973]"
P113,Avanzado,4,Gestión,Viabilidad Económica,"Fomentar que las personas que trabajan en el predio, tengan acceso a la información de productividad y mercado","El predio capacita sus directivos y tomadores de decisiones en finanzas, costos de producción y gestión del negocio agrícola.","Registro de la ejecución de capacitaciones (lista de asistencia identificando sexo quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada) o certificado de participación en instancias de capacitación externa (cursos, seminarios, congresos, etc.). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=P113&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[558, 684, 829, 974]"
P114,Intermedio,3,Social,Comunidades Locales,Evaluar el impacto generado en las comunidades locales,"El predio identifica los potenciales impactos, positivos o negativos, generados en las comunidades vecinas.","Matriz de mapeo de actores con la identificación de los impactos generados con la siguiente información:  • Nombre de la organización/institución, actor  • Representante o contraparte  • Cargo  • Contacto  • Categoría de actor (empresa, comercio, residentes, servicios locales, etc.).  • Ubicación geográfica en el territorio  • Relaciones predominantes con la empresa  • Nivel de afectación (positiva y negativa) de las operaciones de la empresa.",Archivo,https://ciruelacertificada.cl/?s=P114&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[540, 701, 846, 975]"
P115,Avanzado,4,Social,Comunidades Locales,Evaluar el impacto generado en las comunidades locales,El predio aplica medidas de mitigación para los impactos generados.,"Matriz con las medidas de mitigación de los impactos generados que dé cuenta de la siguiente información:  • Efecto  • Acción  • Objetivo (fortalecer, prevenir, mitigar)  • Resultado esperado",Archivo,https://ciruelacertificada.cl/?s=P115&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[541, 702, 847, 976]"
P116,Avanzado,4,Social,Comunidades Locales,Contribuir al desarrollo local,"El predio apoya con aportes pecuniarios y no pecuniarios, proyectos o iniciativas que abordan las necesidades y prioridades de la comunidad, con el fin de mejorar la calidad de vida de sus habitantes en temas como: educación, salud, capacitación, saneamiento, problemas ambientales, deporte, infraestructura comunitaria o pública, con acciones de RES u otras.","Son válidos cualquiera de los documentos que se proponen a continuación.  - Portafolio de evidencia de las actividades realizadas, ej. proyectos realizados, imágenes, registros de convenios, canales de comunicación, minutas.  - Documentos que evidencien el tipo de iniciativa, la fecha, la ubicación, los montos y/o las horas profesionales invertidas.",Archivo,https://ciruelacertificada.cl/?s=P116&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[543, 703, 848, 977]"
P117,Fundamental,5,Social,Comunidades Locales,Contribuir a la economía local,"El predio contribuye a la economía local, comprando los bienes y servicios, que no son claves para la producción, a personas o empresas locales a nivel provincial. Por ejemplo: materiales de oficina, productos de aseo, alimentación, vestimenta, etc.",Son válidos algunos de los siguientes documentos:  - Registro de documento tributario que acredite compras a empresas locales.  - Existencia de contratos de compra con proveedores locales.,Archivo,https://ciruelacertificada.cl/?s=P117&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[704, 849, 978]"
P118,Básico,2,Social,Comunidades Locales,Contribuir a la economía local,"El predio promueve la contratación de personas, mediante la difusión de ofertas laborales a los habitantes de la misma provincia, ya sea trabajo temporal o permanente.",Son válidos algunos de los siguientes documentos:  - Registro de contratos laborales.  - Registro de ofertas laborales en la OMIL local.,Archivo,https://ciruelacertificada.cl/?s=P118&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[544, 705, 850, 979]"
